id,VeiculoID,DataID,HorarioID,OrigemID,DestinoID,VagasDisponibilizadas,Distancia
24579,37516,4671,657,30788,18271,3,1.65
24580,47722,3909,327,40560,9468,4,4.88
24581,41361,1295,669,30234,34454,3,6.99
24582,36148,2556,1213,39940,14271,2,2.12
24583,17131,2075,870,41552,32619,2,6.7
24584,48353,5149,545,47084,17477,4,10.68
24585,26396,3645,774,21102,29853,3,6.49
24586,26851,2493,1102,16656,34969,3,12.89
24587,1826,2513,1269,33363,3850,4,10.51
24588,17654,5502,440,27495,1124,3,10.33
24589,4507,4229,1384,46501,32567,3,12.75
24590,45611,2878,1111,10827,7425,2,3.82
24591,29045,3975,479,8341,22319,4,9.28
24592,3007,2821,220,37931,40437,3,17.65
24593,11300,5018,537,20232,32730,2,7.35
24594,17504,5504,486,45923,16812,4,12.18
24595,4219,3678,1002,9377,9466,3,14.41
24596,33427,2340,1389,9893,25557,4,6.82
24597,38395,3719,504,39304,40860,4,4.78
24598,1538,2954,394,34805,350,2,9.92
24599,24396,4861,878,36760,8842,2,10.49
24600,31587,4004,877,42826,15171,3,6.01
24601,31519,3288,3,10806,32826,4,11.35
24602,11819,3077,1346,1475,13849,2,10.27
24603,25326,4212,490,37025,27810,4,10.76
24604,17009,1220,268,8032,43716,2,4.92
24605,26965,1325,632,28504,6405,2,8.03
24606,49189,290,525,11094,30763,3,4.33
24607,25036,4448,1309,12134,24261,4,10.01
24608,35591,1237,620,16981,24974,3,3.03
24609,33319,3401,1433,937,35841,4,0.22
24610,191,2650,249,3008,16400,4,6.84
24611,36072,4371,1109,1206,28290,4,11.71
24612,14234,1139,245,2833,39370,3,4.02
24613,5505,1638,843,29961,10693,2,4.39
24614,32363,4256,46,19336,16798,2,13.63
24615,27071,4104,1065,11840,437,2,5.43
24616,19889,1911,1322,432,32930,4,6.58
24617,46069,1491,1047,35051,2974,4,19.33
24618,18599,3934,622,3604,21502,4,10.23
24619,46681,1051,753,28012,21059,2,2.91
24620,22812,1000,702,16954,11594,2,8.15
24621,39016,5330,644,42806,38612,4,11.7
24622,34757,3315,204,16472,4072,4,11.0
24623,44873,908,1337,30171,1552,3,7.71
24624,13858,5033,383,15727,28702,3,5.34
24625,9654,3892,815,46363,35949,2,9.06
24626,48188,1324,1346,40892,18530,4,5.59
24627,48870,5276,406,18228,10799,4,1.59
24628,7226,3435,253,5792,24303,2,7.31
24629,32558,448,301,30824,479,4,16.4
24630,42578,751,1380,16987,7570,4,6.89
24631,17042,234,130,13153,662,2,7.81
24632,38830,5590,495,35470,16209,2,13.72
24633,38297,1248,693,3920,11006,2,5.84
24634,41709,3267,1227,39784,34495,3,8.08
24635,26751,1280,243,9852,45727,2,5.64
24636,1159,2441,1242,27129,40332,3,8.15
24637,18587,699,711,48013,7228,3,8.01
24638,10857,2172,787,12122,5887,2,8.53
24639,34206,1161,1244,9613,11874,2,4.51
24640,33695,1757,550,33103,27998,2,5.86
24641,25719,3727,91,28641,29875,3,7.24
24642,16500,4829,699,27539,49553,2,7.38
24643,39352,3592,161,39300,24855,4,1.66
24644,25773,5529,412,18090,46842,2,3.78
24645,2628,5120,343,24270,32048,4,4.63
24646,28040,4492,1386,34642,786,3,8.88
24647,21544,4017,782,13153,30208,4,12.0
24648,7854,3382,97,38690,39788,4,13.28
24649,16813,4729,1134,6300,42140,3,9.88
24650,20242,570,1037,22485,33431,3,6.74
24651,17167,2032,70,24795,13109,3,7.55
24652,20345,617,357,6403,44790,3,8.61
24653,33477,5379,136,31512,35871,3,11.02
24654,28885,5495,131,36375,4883,3,9.53
24655,38096,1742,440,47379,29492,2,0.64
24656,49203,351,195,20939,11043,2,4.39
24657,21282,761,127,19533,29032,2,2.88
24658,39728,499,893,7532,29240,4,6.19
24659,3607,3092,1300,17415,1065,2,9.92
24660,32948,2308,974,29141,27501,2,8.55
24661,39046,1212,800,45899,718,4,1.42
24662,39606,1187,778,39810,872,3,5.49
24663,43969,802,869,17821,26240,4,9.93
24664,45310,4271,515,34023,10040,4,15.13
24665,8504,1713,873,29217,19112,3,8.61
24666,26703,1859,1203,17586,48930,4,4.15
24667,25447,2310,556,40369,37954,4,4.39
24668,2761,4665,669,31915,31952,2,6.65
24669,44615,4706,1117,30229,23293,3,2.74
24670,46915,2223,12,30277,8423,4,3.09
24671,14429,4612,31,33389,5675,2,6.69
24672,43484,3800,635,26868,5808,2,1.57
24673,17021,3598,1394,17425,49825,4,9.92
24674,16424,799,885,14928,11240,3,7.55
24675,35830,2842,1412,42782,1339,3,10.5
24676,24367,4022,899,30654,711,3,7.24
24677,31303,284,291,30608,22734,4,9.0
24678,27258,730,15,12651,22463,3,10.15
24679,44297,4174,478,29834,16015,4,2.8
24680,21083,3035,1007,8142,41132,2,7.46
24681,18555,3618,579,49629,11529,2,10.66
24682,45749,2723,9,6577,26782,3,11.18
24683,4919,1695,1181,21969,24592,2,11.67
24684,25777,1322,966,39682,44664,4,16.11
24685,47938,4225,1287,29916,27617,2,13.38
24686,27820,685,1314,43944,14264,2,5.09
24687,5416,3303,139,22807,12322,3,2.85
24688,16338,577,568,6399,19386,2,11.2
24689,47285,3744,412,33350,23634,2,14.18
24690,17720,3143,958,23869,16471,4,11.7
24691,48873,2386,11,6071,7862,4,22.72
24692,44454,4484,1327,36410,35104,4,11.54
24693,42469,1278,431,48474,21548,3,4.42
24694,7248,3818,958,4881,9611,2,6.15
24695,36163,5245,1060,13551,13512,4,7.43
24696,35523,1692,377,44143,32236,3,2.69
24697,40059,5446,694,19799,22123,3,5.59
24698,41216,4225,632,6570,40234,4,3.83
24699,32939,1084,478,5518,6369,2,3.92
24700,9502,631,618,45195,21451,2,5.76
24701,24390,3730,1098,4688,2095,4,6.07
24702,41978,3084,329,24028,10509,2,9.47
24703,41061,4224,490,40220,8926,3,3.53
24704,23041,5599,443,34129,18250,3,5.77
24705,10920,4189,1110,6976,19373,3,1.99
24706,46060,980,340,15369,46076,4,8.42
24707,35186,2443,714,17139,31441,3,12.47
24708,1523,427,778,32117,28226,2,15.77
24709,48365,2715,1233,25209,36143,3,5.53
24710,19007,1038,632,8168,6774,3,4.84
24711,39993,5441,1110,16485,25159,3,6.95
24712,20703,4915,1309,32751,15681,2,4.25
24713,11822,5464,97,28260,28292,3,13.39
24714,10513,3588,410,40738,21062,3,8.65
24715,37566,1026,454,20732,32272,4,13.32
24716,23216,2793,1318,31760,44002,2,14.54
24717,6566,1047,695,25017,20968,2,6.19
24718,30103,2700,1215,31693,27253,3,9.25
24719,19525,5611,1025,12800,8127,4,13.2
24720,24287,4042,787,42602,40143,2,10.72
24721,46484,902,1169,2359,16937,3,4.17
24722,26302,2252,1328,22286,46793,4,8.33
24723,27995,1728,1347,48516,16588,3,8.59
24724,1002,4074,1374,8678,44372,3,13.59
24725,28045,878,1051,30419,40479,3,6.46
24726,27551,5538,338,49750,23335,4,7.9
24727,39390,3600,1117,46801,19796,2,8.24
24728,37804,5374,996,33685,23046,4,2.36
24729,22524,1958,1286,11398,16832,2,8.84
24730,10985,5074,429,21373,29609,2,5.19
24731,40668,1437,3,43797,2561,4,17.63
24732,45385,4399,1187,18915,9263,3,6.74
24733,22812,3185,38,31202,46565,4,14.11
24734,3411,1839,1393,13015,18268,4,2.11
24735,14843,932,85,32063,16996,3,2.97
24736,41007,3826,1009,31137,18651,2,13.59
24737,20581,2409,225,37324,24956,4,15.25
24738,14441,119,1437,9475,46927,3,6.31
24739,27049,2999,375,27860,12688,2,7.09
24740,29937,809,1366,40552,19083,2,2.33
24741,46112,231,1417,49335,1727,3,12.18
24742,14724,5201,833,42911,23080,2,10.76
24743,13971,344,252,42723,14489,3,9.32
24744,27347,1487,548,19941,24272,3,6.28
24745,17424,3110,16,28670,43702,4,2.22
24746,18639,5503,372,19739,6611,2,12.63
24747,10713,988,1141,24610,41199,4,5.75
24748,41228,3259,185,24933,47040,2,8.02
24749,11736,4806,241,18423,45581,2,7.0
24750,43525,1660,544,16502,16849,4,13.66
24751,43645,1505,753,12551,33652,2,3.54
24752,30706,1101,981,20167,2381,2,4.32
24753,1637,5576,302,7944,32208,2,6.01
24754,39979,4936,459,34310,741,3,16.25
24755,43422,4879,9,3799,20568,3,6.22
24756,26659,4408,516,20728,4700,4,10.7
24757,41183,2204,815,7584,6462,3,11.17
24758,32075,1497,888,32274,29542,4,7.06
24759,9026,2223,63,48403,9697,2,1.57
24760,35998,2624,1365,39753,11707,2,9.98
24761,6684,2571,1169,30146,26205,4,10.63
24762,32978,3531,498,31269,35847,2,4.32
24763,4639,5648,783,5875,40416,4,9.73
24764,16886,34,1228,6158,8688,3,4.18
24765,15850,5133,622,27508,33874,2,3.85
24766,31174,2370,944,35843,2370,2,4.44
24767,45682,4411,995,15004,36168,2,18.09
24768,45885,1297,1423,37668,16420,3,3.67
24769,48465,3397,239,25361,37928,2,5.66
24770,40962,551,377,9395,33857,2,6.5
24771,32801,3157,1412,2742,21409,4,3.42
24772,18740,5071,1326,14445,13650,3,6.52
24773,42148,1101,645,44611,41316,4,13.97
24774,15687,4083,745,3580,13057,2,5.28
24775,35981,4728,425,30670,18905,4,6.14
24776,25296,1546,591,8801,19452,2,5.76
24777,40362,5622,1112,37500,26308,3,2.0
24778,38683,1150,1355,18930,37851,3,20.18
24779,19452,1527,828,48189,2803,4,2.82
24780,47905,619,1029,45734,42898,2,6.99
24781,17311,4201,1394,29879,45949,4,4.55
24782,48750,4441,841,48365,42529,3,2.19
24783,1879,4190,283,22789,19036,4,6.11
24784,43747,2745,190,23801,30081,4,7.25
24785,35759,2165,390,45410,5495,4,19.48
24786,35793,5470,1233,16553,21564,2,4.44
24787,4695,3537,579,25608,48337,3,6.39
24788,46815,2143,617,49946,11356,4,5.09
24789,26013,4274,139,16457,549,3,3.4
24790,48921,2585,1029,8567,35927,3,13.55
24791,30507,5370,1231,29034,43244,2,5.92
24792,19088,4414,261,39628,28850,2,11.8
24793,26981,4435,535,47805,10049,4,4.22
24794,42411,3398,1166,44463,30691,3,5.91
24795,44046,694,1165,31943,41101,4,6.26
24796,39015,832,112,25468,33482,4,5.44
24797,45591,1483,475,8555,21378,3,1.97
24798,5401,2282,480,33894,42588,4,7.55
24799,15665,2027,442,24378,46711,4,3.67
24800,42566,4719,576,34499,43935,2,4.85
24801,31936,1180,129,814,18199,4,1.48
24802,45370,2843,73,34069,22802,2,4.9
24803,9489,5285,215,40669,23877,2,7.61
24804,533,4700,77,29358,27153,2,1.8
24805,4451,3058,3,36719,20978,3,2.52
24806,26049,922,1416,24114,27933,3,4.06
24807,15430,4055,598,48852,40138,2,4.92
24808,36328,2750,10,8051,22287,2,7.13
24809,6848,4011,119,45326,44783,2,12.22
24810,16996,4587,1361,31777,34874,4,6.27
24811,25881,2751,286,39222,34555,3,0.76
24812,24564,650,100,19688,3577,3,4.79
24813,6733,2870,491,44192,5174,2,4.13
24814,38998,4845,269,9722,37660,2,10.81
24815,21688,2506,1123,31724,41366,3,7.04
24816,26327,5140,1172,48694,2315,2,12.22
24817,45456,4714,1376,45125,9889,2,3.07
24818,11920,3426,145,12324,4487,2,3.04
24819,49646,666,1224,46645,19518,2,7.25
24820,41721,4679,1098,10258,48917,4,4.22
24821,32739,1009,435,14899,13326,3,11.54
24822,39305,3951,775,21132,44981,4,9.21
24823,40753,810,674,37143,24792,3,7.41
24824,24686,686,812,7241,12984,4,4.41
24825,28985,2180,1340,29783,15411,4,5.21
24826,10243,2393,311,23958,5644,2,2.2
24827,48189,1338,130,34552,36587,3,9.38
24828,44959,3280,1156,21423,4741,3,2.71
24829,14117,3794,628,48623,7391,3,8.05
24830,4759,2376,537,49548,4193,4,8.0
24831,34888,496,1190,31784,1918,2,5.97
24832,12001,4403,698,2722,19319,3,5.89
24833,49224,404,93,33016,45033,2,3.27
24834,9159,1939,117,42186,6803,2,3.21
24835,44644,4002,657,4195,11582,3,5.64
24836,28042,4297,114,20740,31369,4,2.04
24837,29198,4132,115,18812,29244,3,6.33
24838,16651,5097,1077,13366,34291,4,4.25
24839,1854,1621,561,7743,2042,4,2.62
24840,12715,5548,72,32496,28083,2,1.5
24841,13179,1782,1354,34928,32414,4,6.91
24842,15303,1125,355,19391,43995,3,6.55
24843,12412,2777,359,42208,33596,2,1.8
24844,43428,3822,904,33525,45193,2,4.69
24845,12533,1828,173,4994,17544,2,3.75
24846,9021,3125,525,22647,38941,3,3.17
24847,36848,2318,908,46037,8134,3,3.69
24848,12126,734,316,47552,31857,4,3.17
24849,39089,5525,251,19561,14718,3,1.43
24850,5690,2171,300,34562,4066,3,14.56
24851,4328,2455,299,26046,17925,4,0.92
24852,11957,5518,304,38849,30233,4,8.93
24853,21404,3463,49,26451,31951,2,6.8
24854,41421,4455,204,36994,32569,2,1.58
24855,524,3087,539,14208,25168,2,8.53
24856,25844,1392,991,5919,527,4,240.34
24857,29897,5321,331,47081,32751,3,6.47
24858,46957,2988,180,28868,47348,3,20.89
24859,4586,3580,784,3303,7293,3,2.26
24860,40441,2669,376,35100,5157,2,11.29
24861,49165,1442,567,30387,9357,2,9.61
24862,41309,5228,401,40879,42881,3,9.11
24863,13405,5633,1332,23974,8801,4,6.74
24864,22412,3122,1370,40023,3755,3,8.82
24865,8436,5000,345,32498,25310,4,6.37
24866,42556,5089,973,29716,38336,3,12.68
24867,33768,822,1160,31604,2971,2,4.54
24868,6339,14,1141,29774,36806,2,14.88
24869,20167,3090,740,43953,39125,3,4.12
24870,9838,1374,1039,25337,49840,3,4.74
24871,29365,1924,844,13366,6979,3,8.84
24872,4090,4610,1138,10123,10226,3,6.02
24873,20484,3943,74,45856,32645,4,8.95
24874,24814,1162,1008,41432,5013,2,6.36
24875,12729,1251,229,684,29467,2,12.95
24876,6628,4310,468,17627,34704,3,10.3
24877,28955,2992,994,46819,19722,4,2.76
24878,41720,454,226,27959,9690,3,5.11
24879,4913,5375,159,46869,35984,4,14.48
24880,6989,5238,405,14092,30492,3,2.5
24881,22404,4419,171,8318,42511,4,8.51
24882,14607,3015,321,23258,28680,3,16.83
24883,42202,1623,250,12677,43375,2,4.77
24884,27244,5576,1436,35536,30287,4,3.35
24885,32870,2543,1292,44321,30458,3,8.14
24886,45378,2088,63,43984,9276,3,4.7
24887,47909,4303,425,43225,39994,2,6.55
24888,47539,3330,118,1180,16092,2,11.96
24889,32007,356,975,30297,38967,3,9.85
24890,39741,1689,170,3043,47425,4,5.96
24891,2558,5625,521,18098,9820,2,10.26
24892,22998,4455,19,32683,23284,4,7.86
24893,22229,4760,511,17429,6205,4,6.54
24894,13973,2280,404,31270,10428,4,1.63
24895,43441,4869,1294,46374,2862,3,3.67
24896,48748,4991,58,9472,30901,4,13.65
24897,17989,4247,684,45130,12595,2,2.55
24898,31585,1205,1068,17422,24859,2,4.86
24899,24884,1421,323,20149,38720,4,13.74
24900,2988,2354,1032,47162,40368,4,12.04
24901,48730,1689,1162,23612,44125,2,4.9
24902,37041,415,1090,25137,11457,2,6.06
24903,12883,3195,146,16060,19015,3,5.71
24904,31912,3790,1088,24291,23990,4,7.73
24905,15364,4819,496,39749,44541,3,14.25
24906,4822,851,1369,18499,14076,3,14.13
24907,19148,1495,406,27224,5476,3,6.39
24908,902,5249,784,10165,46292,3,9.36
24909,7118,4612,939,35605,34218,2,5.01
24910,29136,1490,413,36581,39360,4,10.33
24911,24808,4229,1331,45435,39213,2,5.28
24912,16292,2150,1197,16823,3625,3,7.46
24913,25423,4996,1359,23033,26494,4,5.43
24914,21523,2245,922,11905,31791,4,4.89
24915,11227,2363,232,2455,18076,2,2.77
24916,10805,4681,82,43203,22951,2,5.08
24917,31680,3591,919,6480,46285,4,6.49
24918,45387,4023,656,16741,46198,3,10.47
24919,5751,4967,416,44476,2533,2,11.26
24920,20856,757,731,47306,33516,3,10.51
24921,46204,2729,605,11135,17011,3,4.69
24922,30745,2497,611,4424,30577,3,8.7
24923,11981,632,1136,16548,30046,3,9.57
24924,42153,2241,914,11678,842,3,8.33
24925,38709,557,701,49997,37497,4,13.85
24926,17360,5588,1179,21460,28332,4,10.35
24927,13630,4396,1052,14214,14508,2,4.97
24928,12945,3482,1210,14616,37958,3,4.66
24929,37722,2437,122,10616,16598,3,8.52
24930,26870,3565,180,17130,13246,4,7.86
24931,24232,4122,873,2332,46562,2,8.07
24932,613,5397,233,36796,35347,3,6.63
24933,38428,1515,143,24137,5679,2,6.43
24934,45501,1037,1144,12268,36603,4,2.4
24935,198,5660,271,16160,26932,3,5.48
24936,48624,598,1125,41578,8531,2,12.79
24937,34895,4595,572,8694,23248,4,5.93
24938,40949,1009,937,24137,19566,4,8.95
24939,3137,868,968,8175,11124,2,4.61
24940,43660,2943,695,27629,47261,3,6.24
24941,9442,4736,1312,37711,42554,3,5.75
24942,37127,1349,249,13952,3866,3,0.28
24943,46583,1568,1292,4723,46442,4,11.28
24944,24974,3479,77,35064,21626,4,8.11
24945,14171,3,1395,13143,328,3,13.14
24946,36465,2074,226,11487,32420,4,9.04
24947,14139,802,388,9611,27987,4,6.72
24948,49068,4193,1234,5771,40614,3,5.99
24949,11594,2225,910,15879,15478,3,8.07
24950,38587,3165,700,17415,32521,4,2.07
24951,8143,1514,1262,14838,27881,2,12.23
24952,8471,848,1340,43334,8232,3,7.58
24953,669,289,845,26941,9352,3,7.01
24954,3122,1200,343,37172,2820,3,13.32
24955,23449,1197,307,24393,2858,4,4.88
24956,1144,3669,635,33542,21464,4,11.99
24957,6077,5085,1094,38187,13951,4,4.14
24958,40008,694,971,28814,47248,3,9.65
24959,23536,146,1091,42628,6824,4,9.96
24960,36878,1668,970,9176,11633,2,7.63
24961,16495,4377,72,20513,12706,4,4.8
24962,32728,1231,110,32326,16362,2,10.77
24963,6401,514,478,1273,2637,4,12.86
24964,30905,4374,828,34198,41058,4,0.94
24965,45733,205,4,10969,34410,4,1.74
24966,3054,5346,1211,36269,40106,2,2.52
24967,3672,5526,620,23461,17216,3,6.0
24968,20176,4056,915,23262,34365,2,8.56
24969,31549,4711,1316,42492,34473,4,8.67
24970,25703,532,642,1439,28841,3,7.57
24971,4855,2342,288,33805,21210,2,1.87
24972,37712,1566,1236,49073,39998,3,5.97
24973,10590,293,557,14441,33572,2,9.63
24974,39225,1967,1300,35186,4179,4,11.15
24975,30447,1367,832,17626,30124,3,2.25
24976,34918,752,605,28116,17110,3,4.78
24977,39163,54,846,40687,20035,2,5.68
24978,35014,5604,551,26919,12650,2,7.67
24979,21571,4750,410,38720,27961,2,5.92
24980,19481,564,1261,15305,12272,2,3.74
24981,20391,5617,1385,38539,22509,3,5.99
24982,48122,792,329,31200,25233,4,2.39
24983,18036,5706,1391,42209,30028,3,9.46
24984,30459,5222,35,5418,45571,4,2.43
24985,29987,511,697,13984,48431,3,7.21
24986,45319,4087,668,37585,2307,4,0.27
24987,14726,2962,1265,46865,14655,4,11.97
24988,49704,3381,1431,26118,35433,2,12.85
24989,38138,444,566,17130,27989,2,11.59
24990,32343,3084,273,23573,5775,3,2.87
24991,33413,4427,722,49155,23778,2,4.94
24992,45357,5153,618,1442,39301,4,15.05
24993,8191,4299,1050,32235,31787,2,10.89
24994,36126,4764,814,49352,49297,4,17.96
24995,12567,5119,310,45932,9484,4,1.67
24996,33179,5504,773,33424,41314,4,13.37
24997,30126,3560,508,5210,14587,4,11.96
24998,41659,5481,1207,30322,41116,4,5.98
24999,17784,5680,666,15209,26393,3,9.78
25000,31086,4421,457,42350,14688,2,12.67
25001,40274,3124,830,37254,29884,2,1.25
25002,6668,908,740,28982,31437,4,9.12
25003,27063,4779,29,35059,23831,3,3.08
25004,8745,680,296,30655,30947,4,4.37
25005,36178,3179,630,15011,34816,4,12.26
25006,44825,544,1429,9337,25884,3,7.3
25007,3977,4031,926,5174,704,2,6.05
25008,38440,69,1045,13235,2961,4,13.47
25009,33617,4735,635,2677,10648,4,15.46
25010,10012,608,1414,32254,37350,2,8.38
25011,28660,3960,221,15082,37895,4,9.31
25012,41559,2171,94,44939,28791,2,7.36
25013,44835,3883,142,47481,2238,4,4.74
25014,47709,2769,527,3514,49393,3,12.92
25015,33549,2995,314,5537,9984,3,6.9
25016,49886,3979,1380,26043,38764,4,3.68
25017,185,254,362,35293,21018,4,2.31
25018,44657,3593,807,37908,9295,4,2.14
25019,22907,1829,497,45492,11127,3,16.4
25020,43900,1414,9,36791,14474,3,10.5
25021,16157,783,302,20536,42433,2,4.86
25022,30213,4935,184,10860,43400,2,11.65
25023,16339,2200,1262,19759,48054,3,8.98
25024,8375,3915,1060,11159,36494,2,14.68
25025,48045,564,900,10905,10218,4,16.06
25026,8560,2959,426,22855,44311,2,4.01
25027,34886,838,481,22370,8845,4,4.22
25028,21363,779,252,3608,2204,4,8.23
25029,14848,5295,149,129,22701,3,6.69
25030,30526,1257,234,17295,15502,2,3.82
25031,32458,48,1129,3263,45230,3,21.19
25032,42994,5615,314,470,41678,4,2.95
25033,3440,1693,946,4280,9925,2,3.89
25034,42812,3144,504,30286,21202,3,6.29
25035,17793,2543,1433,28343,34440,2,9.57
25036,27442,2307,1225,2883,4377,4,5.15
25037,37175,2860,922,14589,43095,3,8.9
25038,40115,509,1351,46043,42659,4,8.23
25039,22823,3224,1412,34196,20929,2,2.7
25040,30584,1699,456,12816,7468,3,2.87
25041,31268,71,432,28841,27387,4,5.76
25042,44210,2848,1199,18518,45252,3,14.94
25043,30489,1378,672,28493,15247,3,8.67
25044,27955,4885,991,6925,35672,3,13.95
25045,27498,3655,365,3002,41674,3,7.04
25046,14738,4782,991,2658,20058,3,1.24
25047,11916,805,975,31402,21611,3,9.32
25048,15703,5039,1174,29121,10611,4,8.36
25049,32506,403,173,26504,17010,4,12.73
25050,7752,1186,765,20958,3354,4,6.61
25051,23386,5035,1299,27618,9964,4,3.11
25052,37103,3016,219,23966,2724,4,6.33
25053,17120,424,411,34183,43527,3,6.28
25054,14183,2954,967,23586,20932,2,9.18
25055,9615,280,1160,7897,4231,4,13.57
25056,12667,2407,1016,47968,2228,4,7.68
25057,28198,5611,1017,31834,21446,3,6.61
25058,46855,4186,1051,38469,31066,4,8.02
25059,12933,5558,428,41731,42563,3,3.96
25060,8222,2784,72,40317,19183,4,8.62
25061,4965,1485,495,48783,47116,2,12.09
25062,36439,1419,129,21709,33985,4,6.46
25063,11183,4605,1275,16957,29438,3,3.45
25064,7731,901,1164,7812,17253,3,2.83
25065,39985,4971,92,39066,44976,2,5.4
25066,16110,729,1370,45374,42690,3,13.8
25067,13830,466,870,44226,21862,3,6.75
25068,14580,3285,714,29709,22680,4,5.66
25069,6516,942,611,15645,17747,2,5.01
25070,46593,4414,810,20417,43814,2,2.48
25071,6784,453,35,5095,5263,3,10.8
25072,6499,2217,545,37004,7980,4,2.56
25073,42307,2416,320,38411,4852,4,2.02
25074,22982,4771,875,20529,14819,2,2.0
25075,37246,1472,446,28753,47754,3,4.76
25076,8263,5292,459,13101,33235,3,3.13
25077,12682,1853,224,12635,504,2,4.18
25078,18361,3155,1234,34448,19060,2,9.1
25079,14100,3724,410,9987,16461,3,8.62
25080,32244,1118,307,17875,35015,2,2.52
25081,30478,5595,1292,18563,31580,3,12.78
25082,28609,4577,205,448,6862,2,8.23
25083,14267,1252,528,30747,8423,2,4.82
25084,11117,4999,1293,4281,22360,3,2.71
25085,44730,1469,957,49601,31272,4,3.39
25086,32918,3281,618,31458,1644,2,13.44
25087,10295,4268,58,7765,2404,3,10.08
25088,44856,2758,1039,21504,4127,3,8.2
25089,8467,4807,1032,49545,2399,2,6.64
25090,26795,5332,509,30486,26424,3,4.65
25091,20430,2474,397,9618,42144,2,6.6
25092,7852,2459,302,49335,16477,4,0.05
25093,33200,2700,1248,34530,47033,4,5.79
25094,24094,1711,382,9676,22084,3,7.4
25095,32649,3621,601,38107,22935,4,3.93
25096,8564,1368,1034,20624,30683,4,4.75
25097,29639,3039,232,49699,27881,3,5.91
25098,47322,4224,708,20738,45457,2,6.46
25099,47478,4467,387,11594,2697,4,14.64
25100,16247,3545,1434,29163,14760,2,2.06
25101,36329,4682,258,17471,28894,2,6.44
25102,2657,1874,322,21561,31102,4,6.14
25103,13481,5234,825,23089,15134,2,5.6
25104,26775,377,305,15359,26100,3,1.3
25105,5730,4090,328,36230,16608,3,1.68
25106,43422,788,1215,40024,31687,4,11.16
25107,36145,2843,1168,37682,3973,2,10.0
25108,18191,456,128,45845,37859,3,2.77
25109,36923,17,1159,24436,27146,4,8.66
25110,22055,1749,350,41807,13866,4,11.76
25111,12808,5455,986,31773,28088,2,5.61
25112,27060,3993,813,49916,2501,4,5.24
25113,15537,5386,256,14581,30975,2,9.47
25114,35540,3474,1309,49854,29264,3,3.76
25115,40081,4179,621,15252,891,4,5.07
25116,20965,4304,1086,764,39639,2,1.47
25117,2995,3654,615,3277,19548,4,9.53
25118,41937,3077,981,46690,37202,4,3.09
25119,21762,4590,663,4872,30284,3,6.14
25120,4174,2749,418,4930,17796,4,5.74
25121,20240,3510,1282,37620,14978,3,2.78
25122,16414,1529,154,38980,47680,3,4.69
25123,32897,1827,998,29150,20291,3,6.28
25124,49557,987,1416,28961,25767,3,8.37
25125,39968,198,45,36357,47198,2,1.71
25126,65,2640,314,13870,16806,2,3.99
25127,33655,328,817,18000,26064,2,9.53
25128,22861,5291,1294,43833,13891,2,6.37
25129,32938,3740,801,41427,41584,3,14.53
25130,11135,896,392,45752,20437,2,1.15
25131,33391,3978,143,38219,40349,3,1.19
25132,40426,168,1435,27380,11137,4,4.07
25133,13518,5613,258,9852,21768,4,2.73
25134,26072,3829,1162,37880,38144,2,6.37
25135,3270,4101,44,42601,47492,4,2.88
25136,36986,209,121,5582,22749,2,1.99
25137,10347,4783,1152,28379,17135,2,5.03
25138,22661,658,993,23923,19615,2,6.28
25139,16685,1635,1399,22236,35881,4,8.06
25140,22574,3996,377,12231,35273,2,4.73
25141,30627,5233,860,4471,42767,4,13.17
25142,18645,1769,1292,44216,30017,4,5.08
25143,17714,3707,955,32625,46463,3,6.28
25144,49557,2097,443,38762,6229,4,12.23
25145,24593,3660,429,43854,10794,3,12.05
25146,22470,391,765,1246,14180,2,11.48
25147,26247,2320,994,10903,23356,3,4.15
25148,27892,1979,396,13077,34265,2,0.84
25149,33518,3003,736,38493,9216,2,9.57
25150,45619,1727,1205,21488,9820,4,8.94
25151,6559,5195,838,48639,31362,2,5.53
25152,3939,4099,156,29937,20948,3,14.2
25153,36061,1878,843,37144,45082,3,5.09
25154,48427,1809,552,18262,7854,2,1.34
25155,21975,4246,1241,12477,27001,2,3.95
25156,16252,3387,1147,15785,47148,2,2.0
25157,21900,2881,1116,29619,32317,3,5.35
25158,23641,286,348,45374,39435,3,14.95
25159,10077,5583,1143,41385,44803,4,6.04
25160,1284,2463,917,3604,35854,4,8.83
25161,4879,3102,1018,10834,17195,2,14.31
25162,2038,2368,466,38077,34415,4,1.52
25163,16085,5497,688,32921,24474,3,13.56
25164,21454,796,1433,49752,49652,3,10.39
25165,13792,4807,1301,20558,6144,4,9.23
25166,47162,1198,1190,47305,47044,4,9.95
25167,37861,1637,495,36468,46647,2,1.55
25168,3805,4768,355,17801,26800,4,8.73
25169,23117,1155,530,19904,38523,2,14.03
25170,20632,2515,1367,45618,37008,4,5.02
25171,18119,64,1005,6275,42456,2,0.61
25172,25371,4958,131,4425,9764,3,8.93
25173,15056,1723,134,49569,35401,4,0.75
25174,24956,2172,284,30669,32904,3,6.73
25175,5086,1851,1259,32303,7502,4,4.36
25176,29264,3983,225,39244,30835,4,1.07
25177,47630,635,790,26755,44304,2,2.95
25178,9003,3715,546,19702,32393,2,10.08
25179,30421,2190,379,7568,20440,2,1.37
25180,43289,5424,935,7484,47001,3,10.58
25181,21588,1113,850,29069,22793,2,16.03
25182,26894,3074,1202,48357,37278,4,7.92
